gene_id	transcript_id(s)	H9_naive_EZH2i_R1	H9_naive_none_R1
CTRL	NM_001907	4.00	9.00
CTSA	NM_000308,NM_001127695,NM_001167594	418.00	495.00
CTSB	NM_001908,NM_147780,NM_147781,NM_147782,NM_147783	1398.00	1195.00
CTSC	NM_001114173,NM_001814,NM_148170	696.00	1638.00
CTSD	NM_001909	1267.00	1579.00
CTSE	NM_001910,NM_148964	3.00	2.00
CTSF	NM_003793	36.00	52.00
CTSG	NM_001911	0.00	0.00
CTSH	NM_004390	25.00	10.00
CTSK	NM_000396	3.00	2.00
CTSL	NM_001257971,NM_001257972,NM_001257973,NM_001912,NM_145918	587.00	567.00
CTSL3P	NR_027917	0.00	0.00
CTSLP2	NR_033407	0.00	0.00
CTSLP8	NR_033405	0.00	0.00
CTSO	NM_001334	28.00	4.00
CTSS	NM_001199739,NM_004079	3.00	6.00
CTSV	NM_001201575,NM_001333	602.00	286.00
CTSW	NM_001335	0.00	0.00
CTSZ	NM_001336	385.00	123.00
CTTN	NM_001184740,NM_005231,NM_138565	375.00	709.00
CTTNBP2	NM_033427	34.00	6.00
CTTNBP2NL	NM_018704	67.00	84.00
CTU1	NM_145232	15.00	33.00
CTU2	NM_001012759,NM_001012762	78.00	127.00
CTXN1	NM_206833	19.00	39.00
CTXN2	NM_001145668	0.00	0.00
CTXN3	NM_001048252,NM_001127385	0.00	0.00
CUBN	NM_001081	0.00	1.00
CUEDC1	NM_001271875,NM_001292025	25.00	31.00
CUEDC2	NM_024040	36.00	26.00
CUL1	NM_003592	221.00	461.00
CUL2	NM_001198777,NM_001198778,NM_001198779,NM_003591	101.00	168.00
CUL3	NM_001257197,NM_001257198,NM_003590	314.00	418.00
CUL4A	NM_001008895,NM_001278513,NM_001278514,NM_003589	180.00	379.00
CUL4B	NM_001079872,NM_003588	212.00	422.00
CUL5	NM_003478	84.00	113.00
CUL7	NM_001168370,NM_014780	113.00	55.00
CUL9	NM_015089	44.00	23.00
CUTA	NM_001014433,NM_001014837,NM_001014838,NM_001014840,NM_015921	88.00	174.00
CUTC	NM_015960	12.00	43.00
CUX1	NM_001202543,NM_001202544,NM_001202545,NM_001202546,NM_001913,NM_181500,NM_181552	239.00	89.00
CUX2	NM_015267	2.00	8.00
CUZD1	NM_022034,NR_037912	0.00	0.00
CWC15	NM_016403	63.00	113.00
CWC22	NM_020943	51.00	90.00
CWC25	NM_017748_1,NR_073428_1	44.00	96.00
CWC27	NM_001297644,NM_001297645,NM_005869	64.00	96.00
CWF19L1	NM_001303404,NM_001303405,NM_001303406,NM_001303407,NM_018294	56.00	121.00
CWF19L2	NM_152434	21.00	42.00
CWH43	NM_001286791,NM_025087	0.00	0.00
CX3CL1	NM_001304392,NM_002996	3.00	0.00
CX3CR1	NM_001171171,NM_001171172,NM_001171174,NM_001337	1.00	1.00
CXADR	NM_001207063,NM_001207064,NM_001207065,NM_001207066,NM_001338	216.00	685.00
CXADRP2	NR_024387	0.00	0.00
CXADRP3	NR_024076	0.00	0.00
CXCL1	NM_001511,NR_046035	0.00	0.00
CXCL10	NM_001565	0.00	0.00
CXCL11	NM_001302123,NM_005409	0.00	0.00
CXCL12	NM_000609,NM_001033886,NM_001178134,NM_001277990,NM_199168	120.00	144.00
CXCL13	NM_006419	0.00	0.00
CXCL14	NM_004887	86.00	15.00
CXCL16	NM_001100812,NM_022059	12.00	0.00
CXCL17	NM_198477	1.00	0.00
CXCL2	NM_002089	0.00	0.00
CXCL3	NM_002090	0.00	0.00
CXCL5	NM_002994	0.00	0.00
CXCL6	NM_002993	0.00	0.00
CXCL8	NM_000584	0.00	0.00
CXCL9	NM_002416	0.00	0.00
CXCR1	NM_000634	0.00	0.00
CXCR2	NM_001168298,NM_001557	1.00	0.00
CXCR2P1	NR_002712	0.00	0.00
CXCR3	NM_001142797,NM_001504	0.00	0.00
CXCR4	NM_001008540,NM_003467	4.00	5.00
CXCR5	NM_001716,NM_032966	0.00	0.00
CXCR6	NM_006564	3.00	0.00
CXXC1	NM_001101654,NM_014593	134.00	238.00
CXXC1P1	NR_033924	0.00	0.00
CXXC4	NM_025212	5.00	7.00
CXXC5	NM_016463	19.00	30.00
CXorf21	NM_025159	0.00	0.00
CXorf23	NM_198279	22.00	26.00
CXorf36	NM_024689,NM_176819	0.00	0.00
CXorf38	NM_144970	43.00	45.00
CXorf40A	NM_001171907,NM_001171908,NM_001171909,NM_178124	27.00	24.77
CXorf40B	NM_001013845	40.00	65.23
CXorf49	NM_001145140,NM_001145140_1	0.00	0.00
CXorf49B	NM_001145139,NM_001145139_1	0.00	0.00
CXorf51A	NM_001144064,NM_001144064_1	0.00	0.00
CXorf51B	NM_001244892,NM_001244892_1	0.00	0.00
CXorf56	NM_001170569,NM_001170570,NM_022101	62.00	132.00
CXorf57	NM_001184782,NM_018015	24.00	13.00
CXorf58	NM_001169574,NM_152761	0.00	0.00
CXorf65	NM_001025265,NR_033212	0.00	0.00
CXorf66	NM_001013403	0.00	0.00
CXorf67	NM_203407	4.00	1.00
CYB561	NM_001017916,NM_001017917,NM_001915	45.00	86.00
CYB561A3	NM_001161452,NM_001161454,NM_001300763,NM_153611	28.00	17.00
CYB561D1	NM_001134400,NM_001134402,NM_001134403,NM_001134404,NM_182580	25.00	26.00
CYB561D2	NM_001291284,NM_007022,NR_111912,NR_111913,NR_111914	60.00	64.00
CYB5A	NM_001190807,NM_001914,NM_148923	48.00	49.00
CYB5B	NM_030579	296.00	332.00
CYB5D1	NM_144607	111.00	127.00
CYB5D2	NM_001254755,NM_001254756,NM_144611	14.00	19.00
CYB5R1	NM_016243	64.00	64.00
CYB5R2	NM_001302826,NM_001302827,NM_016229,NR_126508	30.00	40.00
CYB5R3	NM_000398,NM_001129819,NM_001171660,NM_001171661,NM_007326	654.00	681.00
CYB5R4	NM_016230	28.00	39.00
CYB5RL	NM_001031672	9.00	12.00
CYBA	NM_000101	117.00	194.00
CYBB	NM_000397	0.00	0.00
CYBRD1	NM_001127383,NM_001256909,NM_024843	13.00	1.00
CYC1	NM_001916	307.00	526.00
CYCS	NM_018947	539.00	1179.00
CYCSP52	NR_001560	0.00	0.00
CYFIP1	NM_001033028,NM_001287810_1,NM_014608	332.00	346.00
CYFIP2	NM_001037333,NM_001291721,NM_001291722,NM_014376	107.00	65.00
CYGB	NM_134268	25.00	26.00
CYHR1	NM_001129888,NM_032687,NM_138496	49.00	62.00
CYLC1	NM_001271680,NM_021118	0.00	0.00
CYLC2	NM_001340	0.00	0.00
CYLD	NM_001042355,NM_001042412,NM_015247	19.00	22.00
CYMP	NR_003599	0.00	0.00
CYP11A1	NM_000781,NM_001099773	20.00	4.00
CYP11B1	NM_000497,NM_001026213	0.00	0.00
CYP11B2	NM_000498	0.00	0.00
CYP17A1	NM_000102	0.00	0.00
CYP19A1	NM_000103,NM_031226	186.00	10.00
CYP1A1	NM_000499	0.00	0.00
CYP1A2	NM_000761	0.00	0.00
CYP1B1	NM_000104	3.00	18.00
CYP1B1-AS1	NR_027252	0.00	0.00
CYP20A1	NM_177538	56.00	77.00
CYP21A1P	NR_040090	0.00	0.00
CYP21A2	NM_000500_3,NM_001128590_1	0.00	0.00
CYP24A1	NM_000782,NM_001128915	11.00	0.00
CYP26A1	NM_000783,NM_057157	177.00	12.00
CYP26B1	NM_001277742,NM_019885	3.00	1.00
CYP26C1	NM_183374	1.00	0.00
CYP27A1	NM_000784	4.00	4.00
CYP27B1	NM_000785	3.00	11.00
CYP27C1	NM_001001665	9.00	27.00
CYP2A13	NM_000766	0.00	0.00
CYP2A6	NM_000762	0.00	0.00
CYP2A7	NM_000764,NM_030589	0.00	0.00
CYP2B6	NM_000767	0.00	0.00
CYP2B7P	NR_001278	2.00	0.00
CYP2C18	NM_000772,NM_001128925	1.00	3.00
CYP2C19	NM_000769	0.00	0.00
CYP2C8	NM_000770,NM_001198853,NM_001198854,NM_001198855	0.00	0.00
CYP2C9	NM_000771	0.00	0.00
CYP2D6	NM_000106,NM_001025161,NM_001025161_6	1.00	1.00
CYP2D7	NR_002570_2	0.00	0.00
CYP2E1	NM_000773	36.00	76.00
CYP2F1	NM_000774	1.00	2.00
CYP2G1P	NR_040249	0.00	0.00
CYP2J2	NM_000775	2.00	0.00
CYP2R1	NM_024514	1.00	2.00
CYP2S1	NM_030622	334.00	852.00
CYP2U1	NM_183075	14.00	7.00
CYP2W1	NM_017781	0.00	0.00
CYP39A1	NM_001278738,NM_001278739,NM_016593	1.00	2.00
CYP3A4	NM_001202855,NM_017460	0.00	0.00
CYP3A43	NM_001278921,NM_022820,NM_057095,NM_057096,NR_103868,NR_103869	0.00	0.00
CYP3A5	NM_000777,NM_001190484,NM_001291829,NM_001291830,NR_033807	0.00	0.00
CYP3A7	NM_000765	1.00	0.00
CYP3A7-CYP3A51P	NM_001256497	0.00	0.00
CYP46A1	NM_006668	0.00	0.00
CYP4A11	NM_000778	0.00	0.00
CYP4A22	NM_001010969,NM_001308102	0.00	0.00
CYP4B1	NM_000779,NM_001099772	0.00	0.00
CYP4F11	NM_001128932,NM_021187	0.00	0.00
CYP4F12	NM_023944,NR_117085	0.00	0.00
CYP4F2	NM_001082	0.00	0.00
CYP4F22	NM_173483	0.00	0.00
CYP4F24P	NR_033864	0.00	0.00
CYP4F29P	NR_026755	1.00	0.00
CYP4F3	NM_000896,NM_001199208,NM_001199209	0.00	0.00
CYP4F30P	NR_023391	0.00	0.00
CYP4F35P	NR_026756	0.00	0.00
CYP4F62P	NR_103761	0.00	0.00
CYP4F8	NM_007253	0.00	0.00
CYP4V2	NM_207352	11.00	4.00
CYP4X1	NM_178033	11.00	3.00
CYP4Z1	NM_178134	0.00	0.00
CYP4Z2P	NR_002788	0.00	0.00
CYP51A1	NM_000786,NM_001146152	258.00	340.00
CYP51A1-AS1	NR_122109,NR_122110	1.00	0.00
CYP7A1	NM_000780	0.00	0.00
CYP7B1	NM_004820	0.00	1.00
CYP8B1	NM_004391	0.00	0.00
CYR61	NM_001554	440.00	301.00
CYS1	NM_001037160	0.00	0.00
CYSLTR1	NM_001282186,NM_001282187,NM_001282188,NM_006639	0.00	0.00
CYSLTR2	NM_001308465,NM_001308467,NM_001308468,NM_001308469,NM_001308470,NM_001308471,NM_001308476,NM_020377	10.00	2.00
CYSRT1	NM_199001	1.00	2.00
CYSTM1	NM_032412	50.00	73.00
CYTH1	NM_001292018,NM_001292019,NM_004762,NM_017456	47.00	23.00
CYTH2	NM_004228,NM_017457	103.00	175.00
CYTH3	NM_004227	115.00	173.00
CYTH4	NM_013385	0.00	0.00
CYTIP	NM_004288	0.00	0.00
CYTL1	NM_018659	1.00	0.00
CYYR1	NM_052954	3.00	1.00
D21S2088E	NR_040254	0.00	0.00
D2HGDH	NM_001287249,NM_152783,NR_109778	5.00	8.00
DAAM1	NM_001270520,NM_014992	62.00	85.00
DAAM2	NM_001201427,NM_015345	40.00	12.00
DAB1	NM_021080	0.00	1.00
DAB1-AS1	NR_104362,NR_104363,NR_104364,NR_104365	0.00	0.00
DAB2	NM_001244871,NM_001343	237.00	87.00
DAB2IP	NM_032552,NM_138709	209.00	287.00
DACH1	NM_004392,NM_080759,NM_080760	14.00	20.00
DACH2	NM_001139514,NM_001139515,NM_053281	0.00	0.00
DACT1	NM_001079520,NM_016651,NR_046093,NR_046095	107.00	79.00
DACT2	NM_001286350,NM_001286351,NM_214462,NR_104425	31.00	214.00
DACT3	NM_001301046,NM_145056	47.00	17.00
DACT3-AS1	NR_040041,NR_040042	0.00	0.00
DAD1	NM_001344	232.00	320.00
DAG1	NM_001165928,NM_001177634,NM_001177635,NM_001177636,NM_001177637,NM_001177638,NM_001177639,NM_001177640,NM_001177641,NM_001177642,NM_001177643,NM_001177644,NM_004393	835.00	1254.00
DAGLA	NM_006133	49.00	131.00
DAGLB	NM_001142936,NM_139179	66.00	207.00
DALRD3	NM_001009996,NM_001276405,NM_018114	41.00	53.00
DANCR	NR_024031	157.00	217.00
DAND5	NM_152654	0.00	0.00
DANT2	NR_130730,NR_132337	1.00	7.00
DAO	NM_001917	0.00	0.00
DAOA	NM_001161812,NM_001161814,NM_172370	0.00	0.00
DAOA-AS1	NR_040247	0.00	0.00
DAP	NM_001291963,NM_004394	301.00	162.00
DAP3	NM_001199849,NM_001199850,NM_001199851,NM_004632,NM_033657	205.00	313.00
DAPK1	NM_001288729,NM_001288730,NM_001288731,NM_004938	196.00	276.00
DAPK2	NM_014326	1.00	0.00
DAPK3	NM_001348	182.00	226.00
DAPL1	NM_001017920	0.00	0.00
DAPP1	NM_001306151,NM_014395	1.00	1.00
DARS	NM_001293312,NM_001349	233.00	342.00
DARS-AS1	NR_110199,NR_110200	1.00	0.00
DARS2	NM_018122	88.00	203.00
DAW1	NM_178821	0.00	2.00
DAXX	NM_001141969,NM_001141970_2,NM_001254717_3,NM_001350	123.00	342.00
DAZ1	NM_004081	0.00	0.00
DAZ2	NM_001005785,NM_001005785_1,NM_001005786,NM_001005786_1,NM_020363	0.00	0.00
DAZ3	NM_020364,NM_020364_1,NM_020364_2	0.00	0.00
DAZ4	NM_001005375,NM_001005375_1,NM_020420,NM_020420_1,NM_020420_2,NM_020420_3	0.00	0.00
DAZAP1	NM_018959,NM_170711	300.00	627.00
DAZAP2	NM_001136264,NM_001136266,NM_001136267,NM_001136268,NM_001136269,NM_014764	118.00	130.00
DAZL	NM_001190811,NM_001351	0.00	0.00
DBET	NR_121644	0.00	0.00
DBF4	NM_006716	97.00	183.00
DBF4B	NM_025104,NM_145663,NR_036623	46.00	99.00
DBH	NM_000787	0.00	0.00
DBH-AS1	NR_102735	0.00	0.00
DBI	NM_001079862,NM_001079863,NM_001178017,NM_001178041,NM_001178042,NM_001178043,NM_001282633,NM_001282634,NM_001282635,NM_001282636,NM_020548,NR_104221	172.00	188.00
DBIL5P	NR_024120	0.00	2.00
DBIL5P2	NR_036635	0.00	0.00
DBN1	NM_004395,NM_080881	435.00	753.00
DBNDD1	NM_001042610,NM_001288708,NM_001288709,NM_024043	10.00	18.00
DBNDD2	NM_001048221,NM_001048222,NM_001048223,NM_001048224,NM_001048225,NM_001048226,NM_001197139,NM_001197140,NM_018478	10.42	4.00
DBNL	NM_001014436,NM_001122956,NM_001284313,NM_001284315,NM_014063	130.00	110.00
DBP	NM_001352	14.00	42.00
DBR1	NM_016216	38.00	78.00
DBT	NM_001918	44.00	95.00
DBX1	NM_001029865	0.00	0.00
DBX2	NM_001004329	0.00	0.00
DCAF10	NM_001286810,NM_024345	68.00	79.00
DCAF11	NM_001163484,NM_025230,NM_181357,NR_028099,NR_028100	94.00	148.00
DCAF12	NM_015397	154.00	226.00
DCAF12L1	NM_178470	1.00	4.00
DCAF12L2	NM_001013628	1.00	1.00
DCAF13	NM_015420	131.00	221.00
DCAF13P3	NR_027642	0.00	0.00
DCAF15	NM_138353	151.00	209.00
DCAF16	NM_017741	67.00	117.00
DCAF17	NM_001164821,NM_025000,NR_028482	40.00	62.00
DCAF4	NM_001163508,NM_001163509,NM_015604,NM_181340,NM_181341	123.00	309.00
DCAF4L1	NM_001029955	0.00	4.00
DCAF4L2	NM_152418	1.00	13.00
DCAF5	NM_001284206,NM_001284207,NM_001284208,NM_003861	81.00	54.00
DCAF6	NM_001017977,NM_001198956,NM_001198957,NM_018442	92.00	80.00
DCAF7	NM_005828,NR_073585	235.00	400.00
DCAF8	NM_015726,NR_028103,NR_028104,NR_028105,NR_028106	105.00	207.00
DCAF8L1	NM_001017930	0.00	1.00
DCAF8L2	NM_001136533	0.00	1.00
DCAKD	NM_001128631,NM_001288654,NM_001288655,NM_024819	80.00	66.00
DCANP1	NM_130848	0.00	0.00
DCBLD1	NM_173674	22.00	16.00
DCBLD2	NM_080927	77.00	64.00
DCC	NM_005215	4.00	1.00
DCD	NM_001300854,NM_053283	0.00	0.00
DCDC1	NM_181807	0.00	0.00
DCDC2	NM_001195610,NM_016356	8.00	18.00
DCDC2B	NM_001099434	0.00	0.00
DCDC2C	NM_001287444	0.00	0.00
DCDC5	NM_020869	0.00	0.00
DCHS1	NM_003737	199.00	68.00
DCHS2	NM_001142552,NM_017639	0.00	0.00
DCK	NM_000788	27.00	41.00
DCLK1	NM_001195415,NM_001195416,NM_001195430,NM_004734	10.00	36.00
DCLK2	NM_001040260,NM_001040261,NR_036614	0.00	7.00
DCLK3	NM_033403	0.00	2.00
DCLRE1A	NM_001271816,NM_014881	25.00	65.00
DCLRE1B	NM_022836	63.00	87.00
DCLRE1C	NM_001033855,NM_001033857,NM_001033858,NM_001289076,NM_001289077,NM_001289078,NM_001289079,NM_022487,NR_110297	21.00	47.00
DCN	NM_001920,NM_133503,NM_133504,NM_133505,NM_133506,NM_133507	868.00	11.00
DCP1A	NM_001290204,NM_001290205,NM_001290206,NM_001290207,NM_018403	123.00	165.00
DCP1B	NM_152640	30.00	58.00
DCP2	NM_001242377,NM_152624,NR_038352	126.00	264.00
DCPS	NM_014026	70.00	88.00
DCST1	NM_001143687,NM_152494	1.00	0.00
DCST2	NM_144622	0.00	0.00
DCSTAMP	NM_001257317,NM_030788	0.00	0.00
DCT	NM_001129889,NM_001922	0.00	2.00
DCTD	NM_001012732,NM_001921	115.00	124.00
DCTN1	NM_001135040,NM_001135041,NM_001190836,NM_001190837,NM_004082,NM_023019,NR_033935	554.00	820.00
DCTN1-AS1	NR_024463	0.00	0.00
DCTN2	NM_001261412,NM_001261413,NM_006400	274.00	395.00
DCTN3	NM_001281425,NM_001281426,NM_001281427,NM_007234,NM_024348	88.00	51.00
DCTN4	NM_001135643,NM_001135644,NM_016221	162.00	209.00
DCTN5	NM_001199011,NM_001199743,NM_032486,NR_037573	280.00	1084.00
DCTN6	NM_006571	43.00	46.00
DCTPP1	NM_024096	128.00	221.00
DCUN1D1	NM_001308101,NM_020640	88.00	127.00
DCUN1D2	NM_001014283	22.00	44.00
DCUN1D3	NM_173475	42.00	32.00
DCUN1D4	NM_001040402,NM_001287755,NM_001287757,NM_015115	51.00	77.00
DCUN1D5	NM_032299	131.00	205.00
DCX	NM_000555,NM_001195553,NM_178151,NM_178152,NM_178153	0.00	0.00
DCXR	NM_001195218,NM_016286	193.00	193.00
DDA1	NM_024050	94.00	147.00
DDAH1	NM_001134445,NM_012137	145.00	25.00
DDAH2	NM_001303007_4,NM_001303008_2,NM_013974_1	100.00	102.00
DDB1	NM_001923	1156.00	1372.00
DDB2	NM_000107,NM_001300734	29.00	34.00
DDC	NM_000790,NM_001082971,NM_001242886,NM_001242887,NM_001242888,NM_001242889,NM_001242890	0.00	0.00
DDC-AS1	NR_033845	0.00	0.00
DDHD1	NM_001160147,NM_001160148,NM_030637	54.00	202.00
DDHD2	NM_001164232,NM_001164234,NM_015214	59.00	38.00
DDI1	NM_001001711	0.00	0.00
DDI2	NM_032341	39.11	59.54
DDIAS	NM_145018	45.00	112.00
DDIT3	NM_001195053,NM_001195054,NM_001195055,NM_001195056,NM_001195057,NM_004083	12.00	45.00
DDIT4	NM_019058	154.00	154.00
DDIT4L	NM_145244	19.00	82.00
DDN	NM_015086	0.00	1.00
DDO	NM_003649,NM_004032	0.00	0.00
DDOST	NM_005216	906.53	1132.49
DDR1	NM_001202521_1,NM_001202522,NM_001202523_2,NM_001297652,NM_001297653_2,NM_001297654_2,NM_001954_5,NM_013993_1,NM_013994	156.00	159.00
DDR2	NM_001014796,NM_006182	114.00	46.00
DDRGK1	NM_023935	65.00	55.00
DDT	NM_001084392,NM_001355,NM_001355_1	135.76	400.00
DDTL	NM_001084393	0.00	0.00
DDX1	NM_004939	258.00	370.00
DDX10	NM_004398	115.00	213.00
DDX11	NM_001257144,NM_001257145,NM_004399,NM_030653,NM_152438	109.83	168.18
DDX11-AS1	NR_038927	5.00	1.00
DDX11L1	NR_046018	1.00	1.25
DDX11L10	NR_045117	0.00	0.00
DDX11L16	NR_110561,NR_110561_1	0.00	0.00
DDX11L2	NR_024004,NR_024005	8.00	4.00
DDX11L5	NR_051986	2.00	2.50
DDX11L9	NR_034090,NR_051985	0.00	1.25
DDX12P	NR_033399	19.80	46.68
DDX17	NM_001098504,NM_006386	567.00	877.00
DDX18	NM_006773	293.00	508.00
DDX19A	NM_018332	227.25	307.30
DDX19B	NM_001014449,NM_001014451,NM_001257172,NM_001257173,NM_001257174,NM_001257175,NM_007242	78.75	122.70
DDX20	NM_007204	101.00	177.00
DDX21	NM_001256910,NM_004728	795.00	1901.00
DDX23	NM_004818	311.00	584.00
DDX24	NM_020414	233.00	474.00
DDX25	NM_013264	0.00	8.00
DDX26B	NM_182540	21.00	41.00
DDX26B-AS1	NR_046740	0.00	0.00
DDX27	NM_017895	179.00	339.00
DDX28	NM_018380	46.00	99.00
DDX31	NM_022779,NM_138620	69.00	160.00
DDX39A	NM_005804,NR_046366	260.00	785.00
DDX39B	NM_004640_7,NM_080598_5,NR_037852_1	939.90	1402.00
DDX3X	NM_001193416,NM_001193417,NM_001356,NR_126093,NR_126094	1384.00	1996.00
DDX3Y	NM_001122665,NM_001302552,NM_004660	0.00	0.00
DDX4	NM_001142549,NM_001166533,NM_001166534,NM_024415	1.00	1.00
DDX41	NM_016222	218.00	377.00
DDX42	NM_007372,NM_203499	301.00	488.00
DDX43	NM_018665	33.00	109.00
DDX46	NM_001300860,NM_014829,NR_125341	227.00	390.00
DDX47	NM_016355,NM_201224	153.00	219.00
DDX49	NM_019070,NR_033677	163.00	343.00
DDX5	NM_004396	2007.00	2699.00
DDX50	NM_024045	90.00	114.00
DDX51	NM_175066	62.00	162.00
DDX52	NM_001291476_1,NM_007010	105.00	153.00
DDX53	NM_182699	7.00	8.00
DDX54	NM_001111322,NM_024072	423.00	810.00
DDX55	NM_020936	70.00	159.00
DDX56	NM_001257189,NM_019082	243.00	491.00
DDX58	NM_014314	4.00	2.00
DDX59	NM_001031725	26.00	64.00
DDX6	NM_001257191,NM_004397	377.00	614.00
DDX60	NM_017631	7.00	0.00
DDX60L	NM_001012967,NM_001291510	6.00	3.00
DEAF1	NM_001293634_1,NM_021008	26.00	65.00
DEAR	NR_104273	0.00	0.00
DEC1	NM_017418	0.00	0.00
DECR1	NM_001359	35.00	42.00
DECR2	NM_020664	24.00	59.00
DEDD	NM_001039711,NM_001039712,NM_032998	91.00	131.00
DEDD2	NM_001270614,NM_001270615,NM_133328,NR_073046,NR_073047,NR_073048,NR_073049,NR_073050,NR_073051,NR_073052	53.00	130.00
DEF6	NM_022047	17.00	10.00
DEF8	NM_001242816,NM_001242817,NM_001242818,NM_001242819,NM_001242820,NM_001242821,NM_001242822,NM_017702,NM_207514	149.00	256.00
DEFA1	NM_004084,NM_004084_1	0.00	0.00
DEFA10P	NR_029386	0.00	0.00
DEFA11P	NR_073421	0.00	0.00
DEFA1B	NM_001042500,NM_001042500_1,NM_001302265,NM_001302265_1	0.00	0.00
DEFA3	NM_005217	0.00	0.00
DEFA4	NM_001925	0.00	0.00
DEFA5	NM_021010	0.00	0.00
DEFA6	NM_001926	2.00	0.00
DEFA8P	NR_073407	0.00	0.00
DEFA9P	NR_073408	0.00	0.00
DEFB1	NM_005218	1.00	2.00
DEFB103A	NM_001081551,NM_001081551_1	0.00	0.00
DEFB103B	NM_018661,NM_018661_1	0.00	0.00
DEFB104A	NM_080389,NM_080389_1	0.00	0.00
DEFB104B	NM_001040702,NM_001040702_1	0.00	0.00
DEFB105A	NM_152250,NM_152250_1	0.00	0.00
DEFB105B	NM_001040703,NM_001040703_1	0.00	0.00
DEFB106A	NM_152251,NM_152251_1	0.00	0.00
DEFB106B	NM_001040704,NM_001040704_2	0.00	0.00
DEFB107A	NM_001037668,NM_001037668_1	0.00	0.00
DEFB107B	NM_001040705,NM_001040705_1	0.00	0.00
DEFB108B	NM_001002035	0.00	0.00
DEFB109P1	NR_024044_1,NR_024044_2	0.00	0.00
DEFB109P1B	NR_003668,NR_003668_1	0.00	0.00
DEFB110	NM_001037497,NM_001037728	0.00	0.00
DEFB112	NM_001037498	0.00	0.00
DEFB113	NM_001037729	0.00	0.00
DEFB114	NM_001037499	0.00	0.00
DEFB115	NM_001037730	0.00	0.00
DEFB116	NM_001037731	0.00	0.00
DEFB118	NM_054112	0.00	0.00
DEFB119	NM_001271209,NM_153289,NM_153323,NR_073151,NR_073152,NR_073153,NR_126440	0.00	0.00
DEFB121	NM_001011878,NM_001171832	0.00	0.00
DEFB122	NR_045677	3.00	3.00
DEFB123	NM_153324,NR_126450	0.00	1.00
DEFB124	NM_001037500	0.00	0.00
DEFB125	NM_153325	0.00	0.00
DEFB126	NM_030931	0.00	0.00
DEFB127	NM_139074	0.00	0.00
DEFB128	NM_001037732	0.00	0.00
DEFB129	NM_080831	0.00	0.00
DEFB130	NM_001037804,NM_001037804_1	0.00	0.00
DEFB131	NM_001040448	0.00	0.00
DEFB132	NM_207469	0.00	0.00
DEFB133	NM_001166478	0.00	0.00
DEFB134	NM_001302695	0.00	1.00
DEFB135	NM_001033017	0.00	0.00
DEFB136	NM_001033018	0.00	0.00
DEFB4A	NM_004942	0.00	0.00
DEFB4B	NM_001205266	0.00	0.00
DEFT1P	NR_036686,NR_036686_1	0.00	0.00
DEFT1P2	NR_036687,NR_036687_1	0.00	0.00
DEGS1	NM_003676	205.00	516.00
DEGS2	NM_206918	0.00	2.00
DEK	NM_001134709,NM_003472	199.00	524.00
DENND1A	NM_020946,NM_024820	47.00	58.00
DENND1B	NM_001195215,NM_001195216,NM_001300858,NM_144977,NR_125340	15.00	11.00
DENND1C	NM_001290331,NM_024898	2.00	8.00
DENND2A	NM_015689	60.00	44.00
DENND2C	NM_001256404,NM_198459	2.00	10.00
DENND2D	NM_001271833,NM_024901	4.00	3.00
DENND3	NM_014957	15.00	17.00
DENND4A	NM_001144823,NM_005848	28.00	56.00
DENND4B	NM_014856	104.00	192.00
DENND4C	NM_017925,NR_073201	148.00	215.00
DENND5A	NM_001243254,NM_015213	351.00	549.00
DENND5B	NM_001308339,NM_144973	53.00	33.00
DENND5B-AS1	NR_046909	0.00	0.00
DENND6A	NM_152678	43.00	33.00
DENND6B	NM_001001794	6.00	2.00
DENR	NM_003677	196.00	659.00
DEPDC1	NM_001114120,NM_017779	139.00	122.00
DEPDC1-AS1	NR_110671	1.00	0.00
DEPDC1B	NM_001145208,NM_018369	91.00	77.00
DEPDC4	NM_152317	0.00	2.00
DEPDC5	NM_001007188,NM_001136029,NM_001242896,NM_001242897,NM_014662,NR_110988	48.00	102.00
DEPDC7	NM_001077242,NM_139160	1.00	10.00
DEPTOR	NM_001283012,NM_022783	44.00	203.00
DERA	NM_001300779,NM_015954	49.00	97.00
DERL1	NM_001134671,NM_024295	249.00	240.00
DERL2	NM_001304777,NM_001304779,NM_016041,NR_130905,NR_130906	43.00	88.00
DERL3	NM_001002862,NM_001135751,NM_198440	5.00	27.00
DES	NM_001927	18.00	15.00
DESI1	NM_015704	94.00	133.00
DESI2	NM_001297746,NM_016076,NR_123735,NR_123736	179.00	490.00
DET1	NM_001144074,NM_017996,NR_026645	20.00	34.00
DEXI	NM_014015	58.00	70.00
DFFA	NM_004401,NM_213566	105.00	289.00
DFFB	NM_001282669,NM_004402,NR_104222	29.00	40.00
DFNA5	NM_001127453,NM_001127454,NM_004403	23.00	11.00
DFNB31	NM_001083885,NM_001173425,NM_015404	8.00	19.00
DFNB59	NM_001042702	0.00	2.00
DGAT1	NM_012079	66.00	93.00
DGAT2	NM_001253891,NM_032564	9.00	1.00
DGAT2L6	NM_198512	0.00	0.00
DGCR10	NR_026651	0.00	0.00
DGCR11	NR_024157	9.00	18.00
DGCR14	NM_022719	76.00	98.00
DGCR2	NM_001173533,NM_001173534,NM_001184781,NM_005137,NR_033674	302.00	273.00
DGCR5	NR_002733,NR_045121,NR_110533	1.00	0.00
